id	title	review1	review2	review3
286	63	40	49.0	
287	32	20	76.0	
288	26	37	61.0	
289	31	14	153.0	
290	33	33	96.0	32.0
291	42	77	0.0	
292	33	182	35.0	
293	45	32	60.0	
294	68	22	30.0	
295	67	9	35.0	
296	85	30	38.0	
297	28	73	108.0	
298	32	26	100.0	
299	47	122	12.0	
300	28	113	26.0	
301	39	66	33.0	10.0
302	52	48	72.0	
303	38	59	63.0	
304	96	14	108.0	
305	75	34	16.0	6.0
306	35	13	32.0	
307	49	27	36.0	
308	39	91	31.0	94.0
309	14	27		
310	35	34	57.0	
311	81	36	93.0	
312	115	33	26.0	
313	114	36	69.0	
314	70	39	44.0	
315	71	115	43.0	
316	48	19	16.0	
317	47	85	61.0	
318	35	61	35.0	
319	20	51	38.0	
320	31	25	10.0	
321	43	61	29.0	104.0
322	48	64	37.0	89.0
323	77	103	73.0	
324	28	43	59.0	
325	58	69	27.0	
326	96	80	48.0	51.0
327	49	25	18.0	
328	122	11	64.0	
329	5	26	18.0	
330	58	75	39.0	
331	117	51	53.0	
332	27	74	28.0	
333	53	83	93.0	
334	20	38	20.0	
335	66	88	13.0	
336	62	20	73.0	
337	40	77	15.0	
338	12	59	15.0	
339	39	171	52.0	
340	25	49	40.0	
341	78	39	49.0	
342	10	47	20.0	
343	56	38	146.0	
344	32	58	58.0	
345	59	59	21.0	
346	21	15	82.0	
347	12	86	39.0	
348	49	43	27.0	
349	53	63	17.0	
350	9	33	65.0	
351	22	44	19.0	
352	35	53	70.0	
353	83	37	80.0	
354	73	17	62.0	
355	21	47	72.0	
356	31	111	10.0	
357	19	28	46.0	
358	20	70	24.0	
359	118	119	33.0	
360	23	46	131.0	
361	80	20	8.0	26.0
362	95	27	104.0	
363	86	39	16.0	
364	25	79	42.0	
365	28	41	93.0	
366	41	59	60.0	
367	33	22	34.0	
368	136	39	31.0	
369	32	10	33.0	16.0
370	89	62	89.0	
371	13	51	69.0	
372	59	20	50.0	37.0
373	103	46	53.0	
374	38	34	69.0	
375	69	24	11.0	
376	29	151	52.0	
377	39	45	33.0	
378	20	58	79.0	
379	44	29	31.0	
380	47	57	49.0	
381	39	52	148.0	
382	19	103	13.0	
383	54	25	13.0	
384	38	39	25.0	
385	11	15	46.0	
386	29	23	21.0	
387	43	37	78.0	
388	60	29	74.0	22.0
389	86	55	101.0	
390	19	81	68.0	
391	23	49	83.0	
392	77	27	37.0	
393	24	24	40.0	
394	79	64	40.0	
395	35	8	32.0	36.0
396	51	22	103.0	
397	15	38	47.0	
398	90	90	42.0	
399	37	36	82.0	
400	120	68	31.0	
401	37	30	57.0	
402	30	49	67.0	
403	35	42	92.0	
404	4	4	168.0	
405	66	46	48.0	
406	82	7	67.0	
407	13	98	59.0	
408	12	67	9.0	
409	57	33	15.0	
410	25	31	31.0	
411	27	40	46.0	
412	17	228	65.0	
413	69	20	28.0	
414	29	60	44.0	
415	13	99	73.0	
416	22	93	45.0	
417	40	40	47.0	
418	96	34	69.0	
419	2	23	31.0	
420	51	54	69.0	
421	45	21	26.0	
422	49	7	30.0	
423	136	114	10.0	
424	48	39	126.0	
425	7	39	54.0	
426	13	37	44.0	
427	54	17	42.0	
428	66	53	60.0	
429	104	72	17.0	
430	16	41	106.0	
431	65	45	21.0	21.0
432	43	48	137.0	
433	51	77	53.0	
434	71	114	43.0	
435	77	44	76.0	
436	284	39	81.0	
437	59	73	58.0	
438	26	44	24.0	
439	51	82	31.0	
440	93	89	46.0	
441	94	52		
442	62	67	52.0	
443	34	46	101.0	
444	53	60	45.0	
445	40	25	8.0	
446	56	51	23.0	
447	46	24	30.0	
448	33	20	20.0	
449	60	19	28.0	
450	37	44	176.0	
451	145	37	54.0	
452	68	16	36.0	
453	14	47	62.0	
454	83	110	85.0	
455	43	69	32.0	
456	25	5	128.0	43.0
457	38	55	84.0	
458	12	17	25.0	
459	9	8	33.0	
460	100	17	30.0	
461	127	38	18.0	
462	68	34	117.0	38.0
463	19	36	77.0	
464	22	31	29.0	
465	60	8	47.0	
466	84	44	79.0	
467	164	38	24.0	65.0
468	99	88	38.0	
469	31	10	50.0	
470	90	16	44.0	
471	22	28	46.0	34.0
472	132	54	32.0	
473	51	45	33.0	
474	102	39	31.0	
475	74	32	26.0	
476	23	39	24.0	
477	49	21	3.0	
478	78	90	38.0	
479	28	40	132.0	
480	80	61	26.0	
481	69	58	37.0	
482	52	71	35.0	
483	23	30	45.0	
484	35	25	62.0	
485	22	32	58.0	
486	41	59	138.0	
487	19	48	48.0	
489	39	55	58.0	
490	61	34	122.0	
491	67	30	68.0	
492	302	46	100.0	
493	36	122	62.0	
494	56	31	35.0	
495	53	31	22.0	
496	40	86	48.0	
497	27	25	37.0	
498	51	46	33.0	
499	25	26	35.0	22.0
500	23	15	27.0	
501	32	50	78.0	
502	51	37	57.0	
503	28	34	50.0	
504	25	86	45.0	
505	12	83	34.0	
506	41	53	46.0	
507	13	54		
508	37	16	25.0	
509	36	62	71.0	
510	77	18	36.0	
511	19	33	69.0	
512	21	23	29.0	
513	24	73	43.0	
514	160	133	65.0	
515	61	39	76.0	
516	31	50	22.0	
517	79	24	98.0	
518	57	29	49.0	
519	13	72	53.0	
520	59	82	39.0	
521	58	25	46.0	
522	35	25	21.0	
523	11	27	41.0	
524	18	70		
525	41	72	42.0	29.0
526	24	36	51.0	
527	83	24	30.0	
528	40	48	50.0	
529	31	63	35.0	
530	24	55	7.0	
531	15	38	64.0	
532	34	20	46.0	
533	60	12	123.0	
534	29	75	31.0	
535	64	139	24.0	
536	65	95	23.0	
537	29	22	45.0	
538	48	28	59.0	
539	34	33	42.0	
540	14	69	36.0	
541	37	25	76.0	
542	18	57	19.0	
543	36	44	82.0	
544	40	6	23.0	
545	33	24	27.0	20.0
546	32	21	23.0	
547	40	17	17.0	
548	55	34	6.0	
549	25	50	50.0	
550	31	42	83.0	27.0
551	79	120	19.0	
552	91	49	61.0	
553	46	50	80.0	
554	47	49	51.0	
555	58	14	18.0	
556	84	55	55.0	
557	59	61	84.0	48.0
