id	title	review1	review2	review3
464	20	3	14.0	
465	7	19	51.0	
466	22	15	44.0	
467	1	12	46.0	1.0
468	1	38	32.0	
469	2	11	4.0	
470	76	1	51.0	
471	18	7	37.0	11.0
472	4	3	25.0	
473	22	8	14.0	
474	23	15	29.0	
475	24	4	10.0	
476	20	20	14.0	
477	4	11	1.0	
478	9	24	41.0	
479	6	13	59.0	
480	32	21	7.0	
481	44	6	8.0	
482	10	38	6.0	
483	28	30	14.0	
484	69	40	12.0	
485	34	7	24.0	
486	269	10	65.0	
487	11	16	1.0	
489	3	10	47.0	
490	5	7	47.0	
491	6	97	8.0	
492	8	11	29.0	
493	40	10	41.0	
494	21	3	31.0	
495	8	22	15.0	
496	9	17	10.0	
497	9	14	1.0	
498	54	8	25.0	
499	10	4	4.0	5.0
500	19	17	33.0	
501	14	9	3.0	
502	25	72	52.0	
503	6	29	14.0	
504	10	19	7.0	
505	4	11	10.0	
506	16	45	9.0	
507	10	4		
508	67	176	15.0	
509	27	1	13.0	
510	29	2	23.0	
511	1	11	34.0	
512	15	1	27.0	
513	1	9	29.0	
514	59	9	21.0	
515	8	13	34.0	
516	4	37	26.0	
517	53	25	34.0	
518	2	19	12.0	
519	10	1	116.0	
520	19	15	13.0	
521	15	25	4.0	
522	5	6	11.0	
523	21	3	13.0	
524	18	24		
525	5	50	13.0	3.0
526	46	23	6.0	
527	30	37	49.0	
528	22	160	20.0	
529	151	28	17.0	
530	9	14	32.0	
531	6	17	14.0	
532	13	4	3.0	
533	15	1	18.0	
534	10	19	13.0	
535	52	16	31.0	
536	29	62	12.0	
537	5	7	16.0	
538	3	13	7.0	
539	29	7	10.0	
540	32	10	15.0	
541	3	33	36.0	
542	21	43	11.0	
543	12	4	42.0	
544	11	14	4.0	
545	8	20	33.0	12.0
546	22	44	58.0	
547	9	10	11.0	
548	14	5	2.0	
549	22	28	37.0	
550	2	19	268.0	15.0
551	16	41	8.0	
552	1	68	21.0	
553	28	5	83.0	
554	28	2	80.0	
555	26	6	10.0	
556	19	3	29.0	
557	11	22	27.0	10.0
558	9	17	4.0	
559	3	14	7.0	
560	18	25	13.0	
561	11	9	39.0	
562	34	24	50.0	
563	57	31	1.0	5.0
564	14	6	37.0	
565	25	9	1.0	30.0
566	20	22	10.0	
567	21	23	47.0	
568	2	16	13.0	
569	13	17	7.0	
570	62	13	17.0	
571	2	11	26.0	
572	4	24	8.0	
573	11	9	1.0	
574	27	13	1.0	
